WigleWifi-1.4,appRelease=2.25,model=ONEPLUS A3003,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3003_28_171012,board=QC_Reference_Phone,brand=OnePlus,,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
54:b8:0a:34:68:90,Shani - Green,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,6,-92,32.17193874,34.81195728,35,4.550999641,WIFI
42501_13111_7943940,Partner,UNKNOWN;il,27/10/2017 16:27,0,-113,32.17182873,34.81191254,35,4.550999641,GSM
a0:ab:1b:5d:c2:60,urigil1,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,10,-92,32.17158387,34.81180795,35,4.550999641,WIFI
c4:12:f5:85:27:c2,varda,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,1,-91,32.1714656,34.81175562,35,4.550999641,WIFI
88:dc:96:3b:f5:e0,kenley-up,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,11,-90,32.1714656,34.81175562,35,4.550999641,WIFI
80:1f:02:a3:7d:62,Gil Kitchen,[WPA-PSK-TKIP][ESS],27/10/2017 16:27,6,-87,32.1714656,34.81175562,35,4.550999641,WIFI
a0:56:b2:99:bb:b7,MB WLAN 37206,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,6,-78,32.17093107,34.81150762,34,4.550999641,WIFI
7c:b7:33:97:35:f1,U2I8L1M0X42,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,1,-82,32.17093107,34.81150762,34,4.550999641,WIFI
a0:ab:1b:57:cd:42,Helen.,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,6,-86,32.17093107,34.81150762,34,4.550999641,WIFI
54:b8:0a:34:78:90,Shani - Green,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,5,-85,32.17093107,34.81150762,34,4.550999641,WIFI
7c:03:4c:bb:22:40,joelle,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,11,-88,32.17093107,34.81150762,34,4.550999641,WIFI
d0:d4:12:67:67:aa,Liza,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,11,-91,32.17093107,34.81150762,34,4.550999641,WIFI
f8:d1:11:ce:e5:e6,TP-LINK-BET,[WPS][ESS],27/10/2017 16:27,4,-83,32.17093107,34.81150762,34,4.550999641,WIFI
62:04:15:60:6a:b6,Bezeq Free,[ESS],27/10/2017 16:27,1,-77,32.17093107,34.81150762,34,4.550999641,WIFI
c4:04:15:60:6a:b5,ben_ami_2.4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,1,-72,32.17093107,34.81150762,34,4.550999641,WIFI
c4:04:15:60:6a:b6,ben_ami_5,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,48,-83,32.17093107,34.81150762,34,4.550999641,WIFI
70:5a:0f:f6:54:ad,DIRECT-AC-HP OfficeJet Pro 8720,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,5,-89,32.17093107,34.81150762,34,4.550999641,WIFI
54:b8:0a:34:68:90,Shani - Green,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,6,-92,32.17093107,34.81150762,34,4.550999641,WIFI
00:1d:aa:fb:1f:b0,ZEISS_YEHUDA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:27,6,-93,32.17093107,34.81150762,34,4.550999641,WIFI
92:cd:b6:2b:e9:75,HP-Setup>75-M277 LaserJet,[ESS],27/10/2017 16:27,1,-90,32.17093107,34.81150762,34,4.550999641,WIFI
00:13:d4:0f:f3:ba,home,[ESS],27/10/2017 16:27,1,-86,32.17093107,34.81150762,34,4.550999641,WIFI
42501_13111_7943940,Partner,UNKNOWN;il,27/10/2017 16:27,0,-113,32.1707317,34.81141151,33,4.550999641,GSM
a0:ab:1b:5d:c2:60,urigil1,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,10,-92,32.17054823,34.81130618,33,4.550999641,WIFI
c4:12:f5:85:27:c2,varda,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,1,-91,32.17045361,34.81125689,33,4.550999641,WIFI
88:dc:96:3b:f5:e0,kenley-up,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,11,-90,32.17045361,34.81125689,33,4.550999641,WIFI
80:1f:02:a3:7d:62,Gil Kitchen,[WPA-PSK-TKIP][ESS],27/10/2017 16:27,6,-87,32.17045361,34.81125689,33,4.550999641,WIFI
30:d3:2d:37:20:f4,devolo-0f4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,11,-87,32.17035569,34.81120586,32,4.550999641,WIFI
14:cc:20:eb:e7:53,stephane,[WPS][ESS],27/10/2017 16:27,1,-76,32.17035569,34.81120586,32,4.550999641,WIFI
00:24:2b:cf:13:21,stephane,[ESS],27/10/2017 16:27,1,-90,32.17035569,34.81120586,32,4.550999641,WIFI
20:0c:c8:1d:c8:2b,Neeman2.4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,1,-75,32.16997562,34.81102347,32,4.550999641,WIFI
c8:d3:ff:f9:48:a5,DIRECT-A4-HP OfficeJet 6950,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,1,-77,32.16997562,34.81102347,32,4.550999641,WIFI
74:da:38:97:66:9d,oved-main_2EX,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,6,-79,32.16997562,34.81102347,32,4.550999641,WIFI
74:da:3a:97:66:9e,oved-main,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,6,-84,32.16997562,34.81102347,32,4.550999641,WIFI
6a:0c:c8:1d:c8:28,Bezeq Free F026CC,[ESS],27/10/2017 16:27,1,-70,32.16997562,34.81102347,32,4.550999641,WIFI
54:b8:0a:34:78:90,Shani - Green,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,5,-85,32.16988349,34.81098312,31,4.550999641,WIFI
62:04:15:60:6a:b6,Bezeq Free,[ESS],27/10/2017 16:27,1,-77,32.16988349,34.81098312,31,4.550999641,WIFI
c4:04:15:60:6a:b5,ben_ami_2.4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,1,-72,32.16988349,34.81098312,31,4.550999641,WIFI
c4:04:15:60:6a:b6,ben_ami_5,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,48,-83,32.16988349,34.81098312,31,4.550999641,WIFI
54:b8:0a:34:68:90,Shani - Green,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,6,-92,32.16988349,34.81098312,31,4.550999641,WIFI
00:1d:aa:fb:1f:b0,ZEISS_YEHUDA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:27,6,-93,32.16988349,34.81098312,31,4.550999641,WIFI
92:cd:b6:2b:e9:75,HP-Setup>75-M277 LaserJet,[ESS],27/10/2017 16:27,1,-90,32.16988349,34.81098312,31,4.550999641,WIFI
00:13:d4:0f:f3:ba,home,[ESS],27/10/2017 16:27,1,-86,32.16988349,34.81098312,31,4.550999641,WIFI
42501_13111_7943940,Partner,UNKNOWN;il,27/10/2017 16:27,0,-113,32.16968242,34.81090319,31,4.550999641,GSM
c4:12:f5:85:27:c2,varda,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,1,-91,32.1693635,34.81077836,30,4.550999641,WIFI
30:d3:2d:37:20:f4,devolo-0f4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,11,-86,32.1692516,34.81073625,30,4.550999641,WIFI
14:cc:20:eb:e7:53,stephane,[WPS][ESS],27/10/2017 16:27,1,-76,32.1692516,34.81073625,30,4.550999641,WIFI
00:24:2b:cf:13:21,stephane,[ESS],27/10/2017 16:27,1,-90,32.1692516,34.81073625,30,4.550999641,WIFI
00:1d:aa:fb:1f:b0,ZEISS_YEHUDA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:27,6,-88,32.16893698,34.81061436,29,4.550999641,WIFI
20:0c:c8:1d:c8:2b,Neeman2.4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,1,-75,32.16893698,34.81061436,29,4.550999641,WIFI
c8:d3:ff:f9:48:a5,DIRECT-A4-HP OfficeJet 6950,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,1,-77,32.16893698,34.81061436,29,4.550999641,WIFI
74:da:38:97:66:9d,oved-main_2EX,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,6,-79,32.16893698,34.81061436,29,4.550999641,WIFI
74:da:3a:97:66:9e,oved-main,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,6,-84,32.16893698,34.81061436,29,4.550999641,WIFI
6a:0c:c8:1d:c8:28,Bezeq Free F026CC,[ESS],27/10/2017 16:27,1,-70,32.16893698,34.81061436,29,4.550999641,WIFI
18:d6:c7:fb:1c:0e,Oberyn Martell,[WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:27,8,-77,32.16893698,34.81061436,29,4.550999641,WIFI
ec:08:6b:38:0d:dd,RS_GUEST,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,13,-81,32.16893698,34.81061436,29,4.550999641,WIFI
28:80:23:f6:e0:c1,HP-Print-C1-Deskjet 4640 series,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,11,-81,32.16893698,34.81061436,29,4.550999641,WIFI
00:f6:63:15:58:80,kaymeraQA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP][ESS][P2P],27/10/2017 16:27,1,-89,32.16893698,34.81061436,29,4.550999641,WIFI
d0:0e:d9:26:e8:c5,SandyAndDanny,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,8,-91,32.16893698,34.81061436,29,4.550999641,WIFI
f8:d1:11:b1:92:93,iFOREX,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],27/10/2017 16:27,13,-88,32.16893698,34.81061436,29,4.550999641,WIFI
00:0f:cb:b5:2e:78,3Com,[WEP][ESS],27/10/2017 16:27,11,-83,32.16893698,34.81061436,29,4.550999641,WIFI
92:cd:b6:2b:e9:75,HP-Setup>75-M277 LaserJet,[ESS],27/10/2017 16:27,1,-90,32.16883694,34.81057229,29,4.550999641,WIFI
00:13:d4:0f:f3:ba,home,[ESS],27/10/2017 16:27,1,-86,32.16883694,34.81057229,29,4.550999641,WIFI
42501_13111_7943940,Partner,UNKNOWN;il,27/10/2017 16:27,0,-113,32.16863027,34.81048708,29,4.550999641,GSM
30:d3:2d:37:20:f4,devolo-0f4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,11,-86,32.16822321,34.81032406,28,4.550999641,WIFI
00:78:9e:fa:81:bc,happy,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:28,1,-78,32.16795035,34.81018513,28,4.550999641,WIFI
8e:15:54:a9:32:e6,888Corp,[WPA2-EAP-CCMP][ESS],27/10/2017 16:28,40,-91,32.16795035,34.81018513,28,4.550999641,WIFI
0a:8d:db:6e:71:bf,888Corp,[WPA2-EAP-CCMP][ESS],27/10/2017 16:28,1,-87,32.16795035,34.81018513,28,4.550999641,WIFI
b0:aa:77:f1:3a:68,Shaked-Guest WiFi,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:28,11,-85,32.16795035,34.81018513,28,4.550999641,WIFI
50:a7:33:47:4f:a3,island-074FA0,[WPA2-PSK-CCMP][ESS],27/10/2017 16:28,6,-87,32.16795035,34.81018513,28,4.550999641,WIFI
5c:83:8f:33:bd:68,terry_ap,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:28,1,-89,32.16795035,34.81018513,28,4.550999641,WIFI
00:1d:aa:fb:1f:b0,ZEISS_YEHUDA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:28,6,-88,32.16787145,34.81013471,28,4.550999641,WIFI
20:0c:c8:1d:c8:2b,Neeman2.4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:28,1,-75,32.16787145,34.81013471,28,4.550999641,WIFI
74:da:38:97:66:9d,oved-main_2EX,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:28,6,-79,32.16787145,34.81013471,28,4.550999641,WIFI
74:da:3a:97:66:9e,oved-main,[WPA2-PSK-CCMP][ESS],27/10/2017 16:28,6,-84,32.16787145,34.81013471,28,4.550999641,WIFI
6a:0c:c8:1d:c8:28,Bezeq Free F026CC,[ESS],27/10/2017 16:28,1,-70,32.16787145,34.81013471,28,4.550999641,WIFI
18:d6:c7:fb:1c:0e,Oberyn Martell,[WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:28,8,-81,32.16787145,34.81013471,28,4.550999641,WIFI
ec:08:6b:38:0d:dd,RS_GUEST,[WPA2-PSK-CCMP][ESS],27/10/2017 16:28,13,-88,32.16787145,34.81013471,28,4.550999641,WIFI
28:80:23:f6:e0:c1,HP-Print-C1-Deskjet 4640 series,[WPA2-PSK-CCMP][ESS],27/10/2017 16:28,11,-81,32.16787145,34.81013471,28,4.550999641,WIFI
00:f6:63:15:58:80,kaymeraQA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP][ESS][P2P],27/10/2017 16:28,1,-89,32.16787145,34.81013471,28,4.550999641,WIFI
d0:0e:d9:26:e8:c5,SandyAndDanny,[WPA2-PSK-CCMP][ESS],27/10/2017 16:28,8,-91,32.16787145,34.81013471,28,4.550999641,WIFI
f8:d1:11:b1:92:93,iFOREX,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],27/10/2017 16:28,13,-88,32.16787145,34.81013471,28,4.550999641,WIFI
00:0f:cb:b5:2e:78,3Com,[WEP][ESS],27/10/2017 16:28,11,-83,32.16787145,34.81013471,28,4.550999641,WIFI
c4:6e:1f:30:2b:7c,Nomi Fix WIFI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:28,1,-83,32.16770216,34.80997915,28,4.550999641,WIFI
42501_13111_496642,Partner,UNKNOWN;il,27/10/2017 16:28,0,-113,32.16770216,34.80997915,28,4.550999641,GSM
0a:8d:cb:6e:71:6d,888Corp,[WPA2-EAP-CCMP][ESS],27/10/2017 16:28,44,-85,32.1676567,34.80992879,27,4.550999641,WIFI
0a:8d:db:6e:71:6d,888Corp,[WPA2-EAP-CCMP][ESS],27/10/2017 16:28,1,-78,32.1676567,34.80992879,27,4.550999641,WIFI
7c:b7:33:2e:76:73,Mouly,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:28,11,-82,32.1676567,34.80992879,27,4.550999641,WIFI
c4:12:f5:80:24:0b,CEO-WiFi_2.4,[WPA2-PSK-CCMP][ESS],27/10/2017 16:28,1,-82,32.1676567,34.80992879,27,4.550999641,WIFI
94:f6:65:5b:b2:28,Efrat Networks MM,[WPA2-PSK-CCMP][ESS],27/10/2017 16:28,5,-84,32.1676567,34.80992879,27,4.550999641,WIFI
0a:8d:cb:6e:71:be,888Corp,[WPA2-EAP-CCMP][ESS],27/10/2017 16:28,44,-94,32.1676567,34.80992879,27,4.550999641,WIFI
94:f6:65:1b:b2:28,Guest Neetwork MM,[WPA2-PSK-CCMP][ESS],27/10/2017 16:28,5,-87,32.1676567,34.80992879,27,4.550999641,WIFI
02:8d:cb:6e:71:6d,888Guest,[ESS],27/10/2017 16:28,44,-85,32.1676567,34.80992879,27,4.550999641,WIFI
0a:8d:cb:6e:71:be,888Corp,[WPA2-EAP-CCMP][ESS],27/10/2017 16:28,44,-86,32.16758705,34.80992391,23,6.06799984,WIFI
02:8d:cb:6e:71:be,888Guest,[ESS],27/10/2017 16:28,44,-86,32.16758705,34.80992391,23,6.06799984,WIFI
06:8d:db:6e:71:6d,888Free,[ESS],27/10/2017 16:28,1,-86,32.16758705,34.80992391,23,6.06799984,WIFI
